,Make,Model,Year,Style,Distance,Engine,Fuel_type,Price,km_year,Transmission,km_year_cat,mean_make_price_by_year
221,Renault,Megane,2006,Universal,170000.0,2000.0,Metan/Propan,2900.0,10625.0,Manual,Medium,3000.4754098360654
222,Nissan,Juke,2011,SUV,155000.0,1600.0,Petrol,9300.0,14090.90909090909,Automatic,Medium,8293.663551401869
223,Rare,Trezia,2011,Hatchback,116000.0,1400.0,Diesel,7300.0,10545.454545454546,Automatic,Medium,9787.630952380952
224,Dacia,Logan,2007,Sedan,185000.0,1500.0,Diesel,3400.0,12333.333333333334,Manual,Medium,2826.4845360824743
225,Nissan,X-Trail,2015,SUV,124000.0,1600.0,Diesel,13000.0,17714.285714285714,Automatic,Medium,12122.990291262136
226,Mercedes,C Class,2015,Universal,222000.0,2000.0,Plug-in Hybrid,17500.0,31714.285714285717,Automatic,Large,19659.738853503186
227,Toyota,Rav 4,2016,Crossover,133494.0,2494.0,Hybrid,21500.0,22249.0,Automatic,Medium,14721.158536585366
228,Mercedes,S Class,2001,Sedan,250830.0,4000.0,Diesel,4700.0,11944.285714285714,Automatic,Medium,3947.812030075188
229,Rare,on-DO,2016,Sedan,150000.0,1596.0,Metan/Propan,3200.0,25000.0,Manual,Medium,22769.699029126212
230,Rare,Ibiza,2011,Universal,190000.0,1200.0,Diesel,5100.0,17272.727272727272,Manual,Medium,9787.630952380952
231,Nissan,Juke,2012,Crossover,124000.0,1600.0,Petrol,9999.0,12400.0,Automatic,Medium,8748.095238095239
232,Audi,A4,1997,Sedan,300000.0,1800.0,Metan/Propan,2700.0,12000.0,Automatic,Medium,2512.09375
233,Opel,Astra,2012,Universal,200000.0,1300.0,Diesel,6000.0,20000.0,Manual,Medium,6791.628099173554
234,Rare,C5,2006,Universal,240000.0,1600.0,Diesel,2700.0,15000.0,Manual,Medium,5889.121621621622
235,Mercedes,C Class,2015,Sedan,75000.0,2000.0,Petrol,19000.0,10714.285714285714,Automatic,Medium,19659.738853503186
236,BMW,X3,2009,SUV,192000.0,200.0,Diesel,11000.0,14769.23076923077,Manual,Medium,12636.689655172413
237,Ford,Fiesta 5D,2011,Hatchback,130000.0,1400.0,Metan/Propan,4700.0,11818.181818181818,Manual,Medium,5086.4
238,Volvo,XC90,2015,SUV,180000.0,2000.0,Petrol,26500.0,25714.285714285717,Automatic,Medium,17799.574074074073
239,Renault,Megane,2014,Universal,210000.0,1500.0,Diesel,7199.0,26250.0,Manual,Medium,7494.014598540146
240,BMW,5 Series,2017,Sedan,77000.0,2000.0,Diesel,33000.0,15400.0,Automatic,Medium,33088.20491803279
241,Hyundai,Santa FE,2012,SUV,180000.0,2200.0,Diesel,16750.0,18000.0,Automatic,Medium,9105.966666666667
242,Skoda,Superb,2012,Sedan,196000.0,1600.0,Diesel,9950.0,19600.0,Manual,Medium,6892.287878787879
243,BMW,X3,2015,Crossover,159000.0,1996.0,Diesel,20500.0,22714.285714285717,Automatic,Medium,22725.268292682926
244,Toyota,Rav 4,2019,Crossover,19000.0,2500.0,Hybrid,30000.0,6333.333333333333,Automatic,Small,28512.333333333332
245,Volvo,XC90,2015,SUV,155000.0,1996.0,Petrol,27800.0,22142.85714285714,Automatic,Medium,17799.574074074073
246,Lexus,CT Series,2016,Hatchback,64000.0,1798.0,Hybrid,16000.0,10666.666666666666,Automatic,Medium,28647.5625
247,Renault,Grand Modus,2011,Hatchback,174000.0,1461.0,Diesel,4550.0,15818.181818181818,Manual,Medium,5763.9639175257735
248,Toyota,Auris,2010,Hatchback,187000.0,1400.0,Diesel,6500.0,15583.333333333334,Manual,Medium,8341.671957671957
249,Toyota,Auris,2007,Hatchback,235000.0,1500.0,Diesel,5400.0,15666.666666666666,Manual,Medium,6360.069958847736
250,BMW,7 Series,2017,Sedan,92000.0,2993.0,Diesel,45000.0,18400.0,Automatic,Medium,33088.20491803279
251,Volkswagen,Caddy,2014,Minivan,180000.0,1600.0,Diesel,5800.0,22500.0,Manual,Medium,10385.424
252,Opel,Corsa,2011,Hatchback,125000.0,1300.0,Diesel,3750.0,11363.636363636364,Manual,Medium,6043.905027932961
253,Honda,CR-V,2013,Crossover,192000.0,2200.0,Diesel,17500.0,21333.33333333333,Automatic,Medium,16237.4375
254,Mitsubishi,Space Wagon,1995,Minivan,300000.0,2000.0,Metan/Propan,2500.0,11111.111111111111,Manual,Medium,3746.153846153846
255,Volkswagen,Polo,2007,Hatchback,240000.0,1400.0,Diesel,3750.0,16000.0,Manual,Medium,5707.639455782313
256,Hyundai,Santa FE,2015,Crossover,161000.0,2000.0,Diesel,18000.0,23000.0,Automatic,Medium,15024.877777777778
257,Mazda,6,2014,Sedan,230000.0,2200.0,Diesel,13000.0,28750.0,Automatic,Medium,8844.444444444445
258,Volkswagen,Caddy,2015,Microvan,152000.0,1600.0,Diesel,10300.0,21714.285714285717,Manual,Medium,14206.872611464969
259,BMW,5 Series,2006,Sedan,312000.0,2500.0,Petrol,7800.0,19500.0,Automatic,Medium,7998.085106382979
260,BMW,5 Series,2002,Sedan,251000.0,2499.0,Diesel,4650.0,12550.0,Manual,Medium,5073.0
261,Mercedes,E Class,2019,Sedan,50000.0,2200.0,Diesel,37000.0,16666.666666666668,Automatic,Medium,37452.36363636364
262,Toyota,Corolla,2007,Universal,226000.0,1400.0,Diesel,5500.0,15066.666666666666,Manual,Medium,6360.069958847736
263,Audi,A4,2004,Cabriolet,200000.0,1800.0,Petrol,6500.0,11111.111111111111,Automatic,Medium,4927.65625
264,Volkswagen,Caddy,2012,Minivan,163500.0,200.0,Diesel,14200.0,16350.0,Manual,Medium,9214.12987012987
265,Toyota,Auris,2013,Hatchback,133000.0,1798.0,Hybrid,10000.0,14777.777777777776,Automatic,Medium,11219.952606635072
266,Volkswagen,Jetta,2013,Sedan,131000.0,1400.0,Hybrid,8500.0,14555.555555555557,Automatic,Medium,9820.495192307691
267,Opel,Astra,2006,Universal,368000.0,1300.0,Diesel,3650.0,23000.0,Manual,Medium,3609.1949152542375
268,BMW,3 Series,2006,Sedan,180000.0,300.0,Petrol,6000.0,11250.0,Automatic,Medium,7998.085106382979
269,Skoda,Fabia,2011,Universal,160000.0,1200.0,Diesel,4999.0,14545.454545454546,Manual,Medium,6472.142857142857
270,Mercedes,E Class,2016,Sedan,161024.0,2200.0,Diesel,26950.0,26837.33333333333,Automatic,Medium,29635.5
271,Honda,Civic,2006,Hatchback,195000.0,1400.0,Petrol,5400.0,12187.5,Manual,Medium,5865.333333333333
272,Ford,Fusion,2015,Sedan,124000.0,2000.0,Plug-in Hybrid,11499.0,17714.285714285714,Automatic,Medium,10439.094488188977
273,Ford,Fusion,2003,Hatchback,330000.0,1400.0,Diesel,4100.0,17368.42105263158,Automatic,Medium,2563.090909090909
274,Dacia,Logan,2005,Sedan,21548.0,1400.0,Metan/Propan,2200.0,1267.529411764706,Manual,Small,2409.457142857143
275,Mercedes,GLK Class,2014,Crossover,131000.0,2200.0,Diesel,19900.0,16375.0,Automatic,Medium,20352.72972972973
276,Toyota,Carina,1998,Sedan,268000.0,1800.0,Petrol,2650.0,11166.666666666666,Manual,Medium,2678.5714285714284
277,Honda,CR-V,2014,Crossover,128200.0,2200.0,Diesel,17999.0,16025.0,Automatic,Medium,14334.239130434782
278,Volvo,XC90,2006,SUV,162000.0,2900.0,Metan/Propan,8490.0,10125.0,Automatic,Medium,6059.48
279,Volkswagen,Touran,2012,Minivan,211856.0,200.0,Diesel,6000.0,21185.6,Automatic,Medium,9214.12987012987
280,Volkswagen,Polo,1998,Hatchback,98000.0,1000.0,Petrol,900.0,4083.3333333333335,Manual,Small,2510.8615384615387
281,Toyota,Camry,2015,Sedan,73179.0,2500.0,Petrol,14000.0,10454.142857142857,Automatic,Medium,12609.263414634146
282,Audi,A4,2012,Sedan,88000.0,3000.0,Petrol,14800.0,8800.0,Automatic,Small,15912.955752212389
283,Hyundai,ix35,2014,Crossover,150300.0,2000.0,Petrol,13200.0,18787.5,Automatic,Medium,13682.851851851852
284,Mercedes,E Class,1996,Sedan,460000.0,2200.0,Diesel,1300.0,17692.30769230769,Manual,Medium,4038.2448979591836
285,Renault,Kadjar,2015,Crossover,139000.0,1461.0,Diesel,12800.0,19857.14285714286,Automatic,Medium,9233.55487804878
286,Opel,Astra,2006,Hatchback,360000.0,1300.0,Diesel,2999.0,22500.0,Manual,Medium,3609.1949152542375
287,Volkswagen,Transporter,2010,Minivan,203000.0,2000.0,Diesel,8250.0,16916.666666666668,Manual,Medium,7634.354497354498
288,Honda,Accord,1996,Sedan,325000.0,1997.0,Petrol,2200.0,12500.0,Manual,Medium,2244.181818181818
289,Skoda,Superb,2014,Sedan,202300.0,1598.0,Diesel,13199.0,25287.5,Automatic,Medium,11356.026548672566
290,Lexus,GS Series,2005,Sedan,230000.0,4300.0,Petrol,10000.0,13529.411764705885,Automatic,Medium,8909.375
291,Renault,Megane,2012,Universal,162200.0,1461.0,Diesel,5899.0,16220.0,Manual,Medium,6612.572916666667
292,Skoda,Octavia,2018,Universal,146600.0,1600.0,Diesel,12700.0,36650.0,Automatic,Large,19531.326923076922
293,Opel,Astra,2010,Hatchback,97000.0,1598.0,Petrol,7700.0,8083.333333333333,Automatic,Small,5251.340425531915
294,Toyota,Auris,2014,Universal,191000.0,1800.0,Metan/Propan,9700.0,23875.0,Automatic,Medium,11659.633802816901
295,Toyota,Camry,2018,Sedan,60000.0,2500.0,Metan/Propan,20000.0,15000.0,Automatic,Medium,20564.921875
296,Renault,Grand Scenic,2013,Universal,190000.0,1500.0,Diesel,8500.0,21111.11111111111,Manual,Medium,7010.775280898876
297,Renault,Kadjar,2015,SUV,184000.0,1500.0,Diesel,10999.0,26285.714285714286,Automatic,Medium,9233.55487804878
298,Volvo,XC90,2006,SUV,294000.0,2400.0,Diesel,8500.0,18375.0,Automatic,Medium,6059.48
299,Volkswagen,Golf,2010,Hatchback,164000.0,1400.0,Petrol,7650.0,13666.666666666666,Automatic,Medium,7634.354497354498
300,Lexus,CT Series,2011,Hatchback,122841.0,1800.0,Hybrid,11600.0,11167.363636363636,Automatic,Medium,11476.232558139534
301,Mazda,2,2008,Hatchback,172000.0,1399.0,Diesel,4999.0,12285.714285714286,Manual,Medium,6113.27027027027
302,BMW,X5,2017,Crossover,100000.0,2000.0,Hybrid,37000.0,20000.0,Automatic,Medium,33088.20491803279
303,Skoda,Octavia,2009,Universal,235000.0,1400.0,Petrol,6200.0,18076.92307692308,Automatic,Medium,6003.921259842519
304,Rare,Doblo,2012,Combi,256000.0,1300.0,Diesel,4490.0,25600.0,Manual,Medium,12690.562913907284
305,Audi,A8,2004,Sedan,314000.0,3000.0,Diesel,5650.0,17444.444444444445,Automatic,Medium,4927.65625
306,Mercedes,B Class,2014,Microvan,194000.0,1991.0,Metan/Propan,10000.0,24250.0,Automatic,Medium,20352.72972972973
307,Dacia,Duster,2012,Crossover,67000.0,1500.0,Diesel,7200.0,6700.0,Manual,Small,5705.993710691824
308,Mercedes,E Class,2002,Sedan,11111.0,3200.0,Diesel,5200.0,555.55,Automatic,Small,4368.717647058824
309,Skoda,Superb,2016,Sedan,180000.0,2000.0,Diesel,17450.0,30000.0,Automatic,Medium,13307.466666666667
310,Renault,Grand Scenic,2017,Minivan,135000.0,1462.0,Diesel,15850.0,27000.0,Automatic,Medium,12336.33695652174
311,Rare,Cooper S,2015,Hatchback,84000.0,1600.0,Petrol,10900.0,12000.0,Automatic,Medium,21051.333333333332
312,Toyota,Avensis Verso,2002,Minivan,280000.0,2000.0,Diesel,3150.0,14000.0,Manual,Medium,5224.232558139535
313,Rare,Freelander,2001,SUV,230000.0,1900.0,Metan/Propan,3500.0,10952.380952380952,Manual,Medium,2948.784090909091
314,Opel,Astra,2011,Universal,200123.0,2000.0,Diesel,8200.0,18193.0,Manual,Medium,6043.905027932961
315,Volkswagen,Polo,2000,Hatchback,264000.0,1400.0,Petrol,2500.0,12000.0,Manual,Medium,3084.3490566037735
316,Audi,A6,2018,Universal,101000.0,2000.0,Diesel,26000.0,25250.0,Automatic,Medium,33094.333333333336
317,Vaz,Altele,2008,Universal,92424.0,1600.0,Metan/Propan,3399.0,6601.714285714285,Manual,Small,2543.516129032258
318,Mercedes,GL Class,2007,SUV,230000.0,2999.0,Diesel,19500.0,15333.333333333334,Automatic,Medium,9078.318965517241
319,Hyundai,i20,2013,Hatchback,122000.0,1385.0,Petrol,4800.0,13555.555555555557,Manual,Medium,10825.976744186046
320,Skoda,Octavia,2007,Hatchback,335165.0,1986.0,Diesel,6750.0,22344.33333333333,Automatic,Medium,4742.051724137931
321,Renault,Grand Scenic,2017,Minivan,175000.0,1462.0,Diesel,16000.0,35000.0,Automatic,Large,12336.33695652174
322,Mercedes,Vito,2010,Minivan,220000.0,2200.0,Diesel,7500.0,18333.33333333333,Manual,Medium,12290.094017094018
323,Audi,A6,2009,Universal,148000.0,2995.0,Petrol,13000.0,11384.615384615385,Automatic,Medium,10905.609375
324,Dacia,Logan,2011,Sedan,230000.0,1200.0,Metan/Propan,2800.0,20909.090909090908,Manual,Medium,5570.698275862069
325,Toyota,Urban Cruiser,2011,Sedan,192000.0,1400.0,Diesel,6800.0,17454.545454545456,Manual,Medium,9083.448087431694
326,Volkswagen,Phaeton,2005,Sedan,257000.0,3000.0,Diesel,9000.0,15117.64705882353,Automatic,Medium,5110.029940119761
327,Toyota,Aygo,2007,Hatchback,72000.0,1000.0,Petrol,4400.0,4800.0,Automatic,Small,6360.069958847736
328,Renault,Scenic,2012,Microvan,240000.0,1500.0,Diesel,6800.0,24000.0,Manual,Medium,6612.572916666667
329,Toyota,Land Cruiser Prado,2006,SUV,205000.0,2700.0,Metan/Propan,14800.0,12812.5,Automatic,Medium,6242.043689320389
330,Skoda,Superb,2017,Sedan,176000.0,2000.0,Diesel,19450.0,35200.0,Automatic,Large,16243.589285714286
331,Opel,Corsa,2006,Hatchback,164274.0,1300.0,Diesel,2999.0,10267.125,Manual,Medium,3609.1949152542375
332,Volkswagen,Tiguan,2008,SUV,179000.0,1400.0,Petrol,7200.0,12785.714285714286,Manual,Medium,5636.201219512195
333,Rare,CS35PLUS,2021,Crossover,0.0,1589.0,Petrol,14500.0,0.0,Automatic,Small,29165.4
334,Skoda,Fabia,2002,Hatchback,230000.0,1400.0,Petrol,950.0,11500.0,Manual,Medium,2799.846153846154
335,BMW,7 Series,2016,Sedan,125000.0,2993.0,Diesel,52500.0,20833.33333333333,Automatic,Medium,25874.947368421053
336,Rare,45,2001,Sedan,278000.0,2000.0,Diesel,2650.0,13238.09523809524,Manual,Medium,2948.784090909091
337,Rare,Stilo,2004,Universal,200000.0,1600.0,Metan/Propan,3000.0,11111.111111111111,Manual,Medium,4035.8270676691727
338,Dacia,Duster,2011,Crossover,202176.0,1500.0,Diesel,6900.0,18379.636363636364,Manual,Medium,5570.698275862069
339,Skoda,Superb,2009,Sedan,265000.0,1800.0,Petrol,5950.0,20384.615384615383,Manual,Medium,6003.921259842519
340,Skoda,Rapid,2016,Sedan,188000.0,1422.0,Diesel,7750.0,31333.33333333333,Manual,Large,13307.466666666667
341,Nissan,Qashqai+2,2011,Microvan,207000.0,1500.0,Diesel,7800.0,18818.18181818182,Manual,Medium,8293.663551401869
342,Ford,Focus,2017,Universal,160000.0,1500.0,Diesel,7200.0,32000.0,Manual,Large,13443.285714285714
343,Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,7700.0,16428.571428571428,Automatic,Medium,9584.293333333333
344,Mercedes,E Class,2000,Sedan,303000.0,2000.0,Metan/Propan,3800.0,13772.727272727272,Automatic,Medium,4268.542857142857
345,Dacia,Sandero,2012,Hatchback,111896.0,1200.0,Petrol,3499.0,11189.6,Manual,Medium,5705.993710691824
346,Toyota,Prius,2012,Universal,165000.0,1800.0,Hybrid,9200.0,16500.0,Automatic,Medium,11025.98947368421
347,Toyota,Auris,2015,Universal,169265.0,1800.0,Hybrid,12650.0,24180.714285714286,Automatic,Medium,12609.263414634146
348,Hyundai,Getz,2007,Hatchback,172316.0,1400.0,Petrol,2800.0,11487.733333333334,Manual,Medium,5130.8
349,Volvo,V40,2016,Hatchback,184500.0,1500.0,Petrol,15499.0,30750.0,Automatic,Large,25506.457627118645
350,Mercedes,M Class,2013,Crossover,122000.0,3500.0,Diesel,34000.0,13555.555555555557,Automatic,Medium,19224.329192546586
351,Mercedes,C Class,2017,Sedan,127000.0,2000.0,Petrol,21990.0,25400.0,Automatic,Medium,31642.757009345794
352,BMW,3 Series,2007,Sedan,193000.0,1988.0,Petrol,7600.0,12866.666666666666,Automatic,Medium,8997.91304347826
353,Audi,A4,1996,Sedan,256000.0,1800.0,Petrol,2300.0,9846.153846153846,Manual,Small,3887.586956521739
354,Volvo,V60,2013,Universal,162000.0,2400.0,Plug-in Hybrid,15000.0,18000.0,Automatic,Medium,15962.179487179486
355,Volkswagen,Golf,2019,Hatchback,26000.0,1400.0,Petrol,12990.0,8666.666666666666,Automatic,Small,16714.23076923077
356,Toyota,Avensis,2007,Combi,220000.0,1600.0,Petrol,6500.0,14666.666666666666,Manual,Medium,6360.069958847736
357,Hyundai,ix35,2012,SUV,199000.0,2000.0,Diesel,11800.0,19900.0,Manual,Medium,9105.966666666667
358,Skoda,Octavia,2014,Sedan,216000.0,1600.0,Diesel,10700.0,27000.0,Automatic,Medium,11356.026548672566
359,Volkswagen,Jetta,2013,Sedan,188000.0,1400.0,Hybrid,8800.0,20888.88888888889,Automatic,Medium,9820.495192307691
360,Skoda,Fabia,2012,Universal,212700.0,1200.0,Diesel,5450.0,21270.0,Manual,Medium,6892.287878787879
361,Opel,Astra,2005,Universal,270000.0,1800.0,Petrol,3500.0,15882.35294117647,Manual,Medium,3389.5774647887324
362,Volkswagen,Passat CC,2013,Sedan,60000.0,2000.0,Petrol,12700.0,6666.666666666667,Automatic,Small,9820.495192307691
363,Lexus,RX Series,2005,SUV,178000.0,2989.0,Metan/Propan,9800.0,10470.588235294115,Automatic,Medium,8909.375
364,Chevrolet,Captiva,2011,Crossover,90000.0,2200.0,Diesel,13300.0,8181.818181818182,Automatic,Small,9251.807692307691
365,Toyota,Avensis,2014,Sedan,143000.0,2000.0,Diesel,11700.0,17875.0,Manual,Medium,11659.633802816901
366,Mercedes,GLE Coupe,2017,SUV,47000.0,3000.0,Petrol,54000.0,9400.0,Automatic,Small,31642.757009345794
367,Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,7800.0,16428.571428571428,Automatic,Medium,9584.293333333333
368,Rare,9-3,2007,Sedan,194777.0,2000.0,Petrol,5000.0,12985.133333333331,Automatic,Medium,5635.166666666667
369,Skoda,Octavia,2008,Universal,200000.0,1900.0,Diesel,5000.0,14285.714285714286,Manual,Medium,5855.696629213483
370,Toyota,Prius v,2016,Hatchback,144000.0,1800.0,Hybrid,12300.0,24000.0,Automatic,Medium,14721.158536585366
371,Volvo,Altele,1995,Hatchback,5000.0,2400.0,Diesel,1700.0,185.1851851851852,Manual,Small,1542.857142857143
372,Mercedes,E Class,2002,Sedan,256000.0,2700.0,Diesel,5500.0,12800.0,Automatic,Medium,4368.717647058824
373,BMW,X5,2005,SUV,193000.0,3000.0,Diesel,11850.0,11352.941176470587,Automatic,Medium,7138.846153846154
374,Opel,Astra,2006,Hatchback,250000.0,1300.0,Diesel,4500.0,15625.0,Manual,Medium,3609.1949152542375
375,Volkswagen,Jetta,2015,Sedan,173000.0,1400.0,Petrol,8600.0,24714.285714285717,Automatic,Medium,14206.872611464969
376,BMW,X5,2015,SUV,185000.0,2999.0,Diesel,34000.0,26428.571428571428,Automatic,Medium,22725.268292682926
377,Toyota,Land Cruiser Prado,2006,SUV,220000.0,2700.0,Metan/Propan,13500.0,13750.0,Automatic,Medium,6242.043689320389
378,Nissan,Micra,2018,Hatchback,95000.0,900.0,Petrol,10500.0,23750.0,Manual,Medium,17020.56818181818
379,Hyundai,Santa FE,2011,Crossover,169000.0,2200.0,Diesel,13990.0,15363.636363636364,Automatic,Medium,10423.761904761905
380,BMW,5 Series,2012,Sedan,200000.0,2000.0,Petrol,11500.0,20000.0,Automatic,Medium,16559.756097560974
381,KIA,Optima,2014,Sedan,60000.0,2000.0,Metan/Propan,9900.0,7500.0,Automatic,Small,10322.65
382,Volkswagen,Caddy,2009,Minivan,276555.0,1595.0,Petrol,9500.0,21273.46153846154,Manual,Medium,6867.01030927835
383,Opel,Astra,2005,Universal,227000.0,1600.0,Metan/Propan,4650.0,13352.941176470587,Manual,Medium,3389.5774647887324
384,Mitsubishi,Pajero Pinin,2003,Crossover,230000.0,1800.0,Metan/Propan,4900.0,12105.263157894737,Automatic,Medium,4877.972972972973
385,KIA,Ceed Sw,2010,Universal,150000.0,1400.0,Petrol,6000.0,12500.0,Manual,Medium,5888.117647058823
386,Renault,Grand Scenic,2004,Universal,139000.0,1500.0,Diesel,3700.0,7722.222222222223,Manual,Small,2763.008547008547
387,Mercedes,C Class,2012,Sedan,206000.0,2200.0,Diesel,14399.0,20600.0,Manual,Medium,16124.949152542373
388,Mercedes,M Class,2013,SUV,77000.0,2500.0,Diesel,27900.0,8555.555555555555,Automatic,Small,19224.329192546586
389,Renault,Megane,2014,Universal,139200.0,1490.0,Diesel,7200.0,17400.0,Automatic,Medium,7494.014598540146
390,Mercedes,CLA,2017,Sedan,40000.0,2000.0,Petrol,16999.0,8000.0,Automatic,Small,31642.757009345794
391,Nissan,Qashqai,2016,Crossover,185000.0,1500.0,Diesel,13000.0,30833.33333333333,Manual,Large,12315.941176470587
392,Volkswagen,Golf,2015,Hatchback,157000.0,1400.0,Plug-in Hybrid,13500.0,22428.571428571428,Automatic,Medium,14206.872611464969
393,Audi,A4,2011,Universal,1234.0,2000.0,Petrol,9500.0,112.1818181818182,Automatic,Small,14713.5
394,Renault,Captur,2013,SUV,145000.0,1200.0,Petrol,8800.0,16111.111111111111,Automatic,Medium,7010.775280898876
395,Toyota,Auris,2013,Universal,177800.0,1400.0,Diesel,8500.0,19755.555555555555,Manual,Medium,11219.952606635072
396,Peugeot,807,2006,Minivan,247000.0,2200.0,Diesel,2200.0,15437.5,Manual,Medium,2517.206896551724
397,BMW,7 Series,2013,Sedan,165000.0,3000.0,Diesel,26800.0,18333.33333333333,Automatic,Medium,19575.06603773585
398,Mitsubishi,Pajero Sport,2004,Roadster,300000.0,2500.0,Diesel,8000.0,16666.666666666668,Manual,Medium,3896.285714285714
399,Toyota,Prius Prime,2017,Sedan,95000.0,1800.0,Plug-in Hybrid,17999.0,19000.0,Automatic,Medium,17618.741666666665
400,Rare,Impreza,2000,Sedan,222530.0,1600.0,Petrol,3800.0,10115.0,Manual,Medium,2609.9411764705883
401,Volkswagen,Passat,2005,Sedan,270000.0,2000.0,Petrol,5700.0,15882.35294117647,Manual,Medium,5110.029940119761
402,Ford,Focus,2012,Universal,167000.0,1000.0,Petrol,4999.0,16700.0,Manual,Medium,7566.290322580645
403,Mercedes,C Class,1995,Sedan,345000.0,1800.0,Metan/Propan,2200.0,12777.777777777776,Automatic,Medium,3637.472972972973
404,Volkswagen,Polo,2014,Hatchback,212600.0,1400.0,Diesel,6850.0,26575.0,Manual,Medium,10385.424
405,Nissan,Qashqai,2013,Crossover,140000.0,1500.0,Diesel,8500.0,15555.555555555557,Manual,Medium,9189.285714285714
406,Opel,Insignia,2015,Hatchback,220000.0,2000.0,Petrol,9990.0,31428.571428571428,Automatic,Large,8463.625
407,Mercedes,Vito,2012,Microvan,237000.0,2200.0,Diesel,10490.0,23700.0,Manual,Medium,16124.949152542373
408,Renault,Clio,2016,Universal,153000.0,1500.0,Diesel,9200.0,25500.0,Automatic,Medium,11394.831275720164
409,Rare,Cooper,2004,Coupe,320000.0,1400.0,Diesel,3800.0,17777.777777777777,Manual,Medium,4035.8270676691727
410,Opel,Combo,2012,Minivan,188000.0,2000.0,Diesel,4500.0,18800.0,Manual,Medium,6791.628099173554
411,Dacia,Sandero,2015,Hatchback,215000.0,1500.0,Diesel,4850.0,30714.285714285717,Manual,Large,6125.613636363636
412,Ford,Galaxy,2006,Minivan,218400.0,2000.0,Diesel,7000.0,13650.0,Manual,Medium,3460.7837837837837
413,Renault,Megane,2005,Universal,256983.0,1500.0,Diesel,3150.0,15116.64705882353,Manual,Medium,2986.1383647798743
